Realogy;1 Campus Dr.;Parsippany;NJ;7054;973-407-2000;http://www.realogy.com;None;Richard A. Smith;None
UTStarcom;1275 Harbor Bay Pkwy.;Alameda;CA;94502;510-864-8800;http://www.utstar.com;services@utstar.com;Hong Liang Lu;None
Bank of New York Mellon Corp.;1 Wall St.;New York;NY;10286;212-495-1784;http://www.bynmellon.com;None;Robert P. Kelly;None
United Parcel Service;55 Glenlake Pkwy. N.E.;Sandy Springs;GA;30328;404-828-6000;http://www.ups.com;info@unitedparcledistribution.com;D. Scott Davis;None
Men's Wearhouse;6380 Rogerdale Rd.;Houston;TX;77072;281-776-7200;http://www.tmw.com;perfectfit@tmw.com;George Zimmer;None
New York Times;620 8th Ave.;New York;NY;10018;212-556-1234;http://www.nytco.com;managing-editor@nytimes.com;Janet L. Robinson;jrobinson@nytimes.com
Avery Dennison;150 N. Orange Grove Blvd.;Pasadena;CA;91103;626-304-2000;http://www.averydennison.com;communications@averydennison.com;Dean A. Scarborough;None
Emcor Group;301 Merritt 7 Corporate Park;Norwalk;CT;6851;203-849-7800;http://www.emcorgroup.com;emcor_info@emcorgroup.com;Frank T. MacInnis;None
Sierra Pacific Resources;6100 Neil Rd.;Reno;NV;89511;775-834-4011;http://www.sierrapacificresources.com;nevadateam@sierrapacific.com;Michael W. Yackira;None
NVR;11700 Plaza America Dr.;Reston;VA;20190;703-956-4000;http://www.nvrinc.com;jduffy@nvrinc.com;Paul C. Saville;None
Kansas City Southern;427 W. 12th St.;Kansas City;MO;64105;816-983-1303;http://www.kcsouthern.com;mhaverty@kcsouthern.com;Michael R. Haverty;None
Pantry;1801 Douglas Dr.;Sanford;NC;27331;919-774-6700;http://www.thepantry.com;Samantha.Kelley@thepantry.com;Peter J. Sodini;None
Merck;1 Merck Dr.;Whitehouse Stati;NJ;8889;908-423-1000;http://www.merck.com;richard.clark@merck.com;Richard T. Clark;richard.clark@merck.com
Guardian Life Ins. Co. of America;7 Hanover Square;Governors Island;NY;10004;212-598-8000;http://www.guardianlife.com;marketcc@glic.com;Dennis J. Manning;None
MetLife;200 Park Ave.;New York;NY;10166;212-578-2211;http://www.metlife.com;ask4met@metlifeservice.com;C. Robert Henrikson;None
CVS Caremark;1 CVS Dr.;North Smithfield;RI;2895;401-765-1500;http://www.cvs.com;customercare@cvs.com;Thomas M. Ryan;None
R.R. Donnelley & Sons;111 S. Wacker Dr.;Chicago;IL;60606;312-326-8000;http://www.rrdonnelley.com;bdssales@banta.com;Thomas J. Quinlan III;None
Beacon Roofing Supply;1 Lakeland Park Dr.;Peabody;MA;1960;978-535-7668;http://www.beaconroofingsupply.com;ezadrozny@beaconroofingsupply.com;Robert R. Buck;None
Mueller Water Products;1200 Abernathy Road N.E.;Sandy Springs;GA;30328;770-206-4200;http://www.muellerwaterproducts.com;corporatecommunications@muellerwp.com;Gregory E. Hyland;None
Watson Pharmaceuticals;311 Bonnie Circle;Corona;CA;92880;951-493-5300;http://www.watson.com;None;Paul M. Bisaro;None
Harrah's Entertainment;1 Caesars Palace Dr.;Las Vegas;NV;89109;702-407-6000;http://www.harrahs.com;None;Gary W. Loveman;None
Iron Mountain;745 Atlantic Ave.;Boston;MA;2111;617-535-4766;http://www.ironmountain.com;info@emailmanagementsuite.com;C. Richard Reese;Richard.reese@ironmountain.com
Kennametal;1600 Technology Way;Latrobe;PA;15650;724-539-5000;http://www.kennametal.com;ftmill.service@kennametal.com;Carlos M. Cardoso;None
Amazon.com;1200 12th Avenue S.;Seattle;WA;98144;206-266-1000;http://www.amazon.com;info@amazon.com;Jeffrey P. Bezos;info@amazon.com
Hubbell;584 Derby Milford Rd.;Orange;CT;6477;203-799-4100;http://www.hubbell.com;info@hubbell.com;Timothy H. Powers;None
Airgas;259 N. Radnor-Chester Rd.;Radnor;PA;19087;610-687-5253;http://www.airgas.com;custserv@airgas.com;Peter McCausland;peter.mccausland@airgas.com
Briggs & Stratton;12301 W. Wirth St.;Milwaukee;WI;53222;414-259-5333;http://www.briggsandstratton.com;briggswebmaster@custhelp.com;John S. Shiely;None
Benchmark Electronics;3000 Technology Dr.;Angleton;TX;77515;979-849-6550;http://www.bench.com;info@bench.com;Cary T. Fu;None
Bed Bath & Beyond;650 Liberty Ave.;Union;NJ;7083;908-688-0888;http://www.bedbathandbeyond.com;customer.service@bedbath.com;Steven H. Temares;steven.temares@bedbath.com
Avis Budget Group;6 Sylvan Way;Parsippany;NJ;7054;973-496-4700;http://www.avisbudgetgroup.com;John.Barrows@avisbudget.com;Ronald L. Nelson;presidingdirector@avisbudget.com
Mirant;1155 Perimeter Center W.;Dunwoody;GA;30338;678-579-5000;http://www.mirant.com;americas@mirant.com;Edward R. Muller;None
Dillard's;1600 Cantrell Rd.;Little Rock;AR;72201;501-376-5200;http://www.dillards.com;questions@dillards.com;William Dillard II;None
State Street Corp.;1 Lincoln St.;Boston;MA;2111;617-786-3000;http://www.statestreet.com;information@statestreet.com;Ronald E. Logue;None
Complete Production Services;11700 Old Katy Rd.;Houston;TX;77079;281-372-2300;http://www.completeproduction.com;mmayer@completeproduction.com;Joseph C. Winkler;None
URS;600 Montgomery St.;San Francisco;CA;94111;415-774-2700;http://www.urscorp.com;info@urscorp.com;Martin M. Koffel;None
Oil States International;333 Clay St.;Houston;TX;77002;713-652-0582;http://www.oilstatesintl.com;None;Cindy B. Taylor;None
Ikon Office Solutions;70 Valley Stream Pkwy.;Frazer;PA;19355;610-296-8000;http://www.ikon.com;mespe@ikon.com;Matthew J. Espe;None
J.P. Morgan Chase & Co.;270 Park Ave.;New York;NY;10017;212-270-6000;http://www.jpmorganchase.com;jpmam.info@jpmorgan.com;James Dimon;None
Georgia Gulf;115 Perimeter Center Place;Atlanta;GA;30346;770-395-4500;http://www.ggc.com;creditmail@ggc.com;Paul D. Carrico;None
Toro;8111 Lyndale Ave. S.;Bloomington;MN;55420;952-888-8801;http://www.thetorocompany.com;companyinfo@thetorocompany.com;Michael J. Hoffman;None
Smurfit-Stone Container;150 N. Michigan Ave.;Chicago;IL;60601;312-346-6600;http://www.smurfit-stone.com;supplierzone@smurfit.com;Patrick J. Moore;None
Alliance Data Systems;17655 Waterview Pkwy.;Dallas;TX;75252;972-348-5100;http://www.alliancedata.com;sales@alliancedatasystems.com;J. Michael Parks;michael.parks@alliancedata.com
Scotts Miracle-Gro;14111 Scottslawn Road;Marysville;OH;43041;937-644-0011;http://www.scotts.com;None;James Hagedorn;None
Xilinx;2100 Logic Dr.;San Jose;CA;95124;408-559-7778;http://www.xilinx.com;publicrelations@xilinx.com;Willem P. Roelandts;None
Amerco;1325 Airmotive Way;Reno;NV;89502;775-688-6300;http://www.amerco.com;None;Edward J. Shoen;None
Amerigroup;4425 Corporation Ln.;Virginia Beach;VA;23462;757-490-6900;http://www.amerigroupcorp.com;mpsweb@amerigroupcorp.com;James G. Carlson;None
Owens Corning;1 Owens Corning Pkwy.;Toledo;OH;43659;419-248-8000;http://www.owenscorning.com;None;Michael H. Thaman;mike.thaman@owenscorning.com
Anixter International;2301 Patriot Blvd.;Glenview Nas;IL;60026;224-521-8000;http://www.anixter.com;Paul.mentzer@anixter.com;Robert W. Grubbs Jr.;None
Albemarle;330 S. Fourth St.;Richmond;VA;23219;804-788-6000;http://www.albemarle.com;eelko.brevoord@albemarle.com;Mark C. Rohr;m.rohr@albemarle.com
Protective Life;2801 Highway 280 S.;Mountain Brook;AL;35223;205-268-1000;http://www.protective.com;Annuity.Service@protective.com;John D. Johns;jjohns@protective.com
Quest Diagnostics;3 Giralda Farms;Madison;NJ;7940;973-520-2700;http://www.questdiagnostics.com;customer.service@questdiagnostics.com;Surya N. Mohapatra;None
VWR Funding;1310 Goshen Parkway;West Chester;PA;19380;610-431-1700;http://www.vwr.com;customerservice@vwr.com;John M. Ballbach;None
HealthSouth;1 HealthSouth Pkwy.;Cahaba Heights;AL;35243;205-967-7116;http://www.healthsouth.com;None;Jay Grinney;JayGrinney@healthsouth.com
Pioneer Natural Resources;5205 N. O'Connor Blvd.;Irving;TX;75039;972-444-9001;http://www.pxd.com;pioneer@continentalstock.com;Scott D. Sheffield;None
Ross Stores;4440 Rosewood Dr.;Pleasanton;CA;94588;925-965-4400;http://www.rossstores.com;customer.service@ros.com;Michael A. Balmuth;None
Pall;2200 Northern Blvd.;Greenvale;NY;11548;516-484-5400;http://www.pall.com;cssrequest@pall.com, Pall-Austria-Office@pall.com;Eric Krasnoff;pat_iannucci@pall.com
Genzyme;500 Kendall St.;Cambridge;MA;2142;617-252-7500;http://www.genzyme.com;cholestageleurope@genzyme.com;Henri A. Termeer;None
First Horizon National Corp.;165 Madison Ave.;Memphis;TN;38103;901-523-4444;http://www.fhnc.com;allthingsfinancial@firsthorizon.com;Gerald L. Baker;None
Joy Global;100 E. Wisconsin Ave.;Milwaukee;WI;53202;414-319-8500;http://www.joyglobal.com;gzagoudis@frbir.com;Michael W. Sutherlin;None
TD Ameritrade;4211 S. 102nd St.;Ralston;NE;68127;402-331-7856;http://www.amtd.com;Jmoglia@amtd.com;Joseph H. Moglia;None
Autoliv;1320 Pacific Dr.;Auburn Hills;MI;48326;248-475-9000;http://www.autoliv.com;info@autoliv.com;JanCarlson;jan.carlson@autoliv.com
Barnes & Noble;122 Fifth Ave.;New York;NY;10011;212-633-3300;http://www.barnesandnobleinc.com;customerservice@bn.com;Stephen Riggio;sriggio@bn.com
Crown Holdings;1 Crown Way;Philadelphia;PA;19154;215-698-5100;http://www.crowncork.com;michael.dunleavy@crowncork.com;John W. Conway;None
IDT;520 Broad St.;Newark;NJ;7102;973-438-1000;http://www.idt.net;idtvoicelinesupport@idt.net;James A. Courter;None
Exide Technologies;13000 Deerfield Pkwy.;Alpharetta;GA;30004;678-566-9000;http://www.exide.com;tbgna@exide.com;Gordon A. Ulsh;gordon.ulsh@exide.com
Country Insurance & Fin. Svcs.;1701 N. Towanda Ave.;Bloomington;IL;61702;309-821-3000;http://www.countryfinancial.com;accountaccess@countryinvestment.com;John D. Blackburn;john.blackburn@countryfinancial.com
Kelly Services;999 W. Big Beaver Rd.;Troy;MI;48084;248-362-4444;http://www.kellyservices.com;kfirst@kellyservices.com (general inquiries);Carl T. Camden;None
Constellation Brands;370 Woodcliff Dr.;Fairport;NY;14450;585-218-3600;http://www.cbrands.com;paul.middlebrook@cbrands.com;Robert S. Sands;robert.sands@cbrands.com
MDU Resources Group;1200 W. Century Ave.;Bismarck;ND;58506;701-530-1000;http://www.mdu.com;webmaster@mduresources.com;Terry D. Hildestad;None
Greif;425 Winter Road;Delaware;OH;43015;740-549-6000;http://www.greif.com;tammy.drumheller@greif.com;Michael J. Gasser;None
Lehman Brothers Holdings;745 Seventh Ave.;New York;NY;10019;212-526-7000;http://www.lehman.com;Index_Feedback@lehman.com;Richard S. Fuld Jr.;None
Louisiana-Pacific;414 Union St.;Nashville;TN;37219;615-986-5600;http://www.lpcorp.com;marketing.center@lpcorp.com;Richard W. Frost;rick.frost@lpcorp.com
NCR;1700 S. Patterson Blvd.;Dayton;OH;45479;937-445-5000;http://www.ncr.com;None;William R. Nuti;william.nuti@ncr.com
Humana;500 W. Main St.;Louisville;KY;40202;502-580-1000;http://www.humana.com;None;Michael B. McCallister;None
Bon-Ton Stores;2801 E. Market St.;East York;PA;17402;717-757-7660;http://www.bonton.com;furnitureservice@bonton.com.;Byron L. Bergren;bud.bergren@bonton.com
CenterPoint Energy;1111 Louisiana St.;Houston;TX;77002;713-207-1111;http://www.centerpointenergy.com;info@reliantenergy.nl;David M. McClanahan;david.mcclanahan@CenterPointEnergy.com
Live Nation;9348 Civic Center Dr.;Beverly Hills;CA;90210;310-867-7000;http://www.livenation.com;VWASTL@LiveNation.com;Michael Rapino;None
CBS;51 W. 52nd St.;New York;NY;10019;212-975-4321;http://www.cbscorporation.com;support@cbsouternet.com;Leslie Moonves;les.moonves@cbs.com
Asbury Automotive Group;622 Third Ave.;New York;NY;10017;212-885-2500;http://www.asburyauto.com;INFO@asburyauto.com;Charles R. Oglesby;None
Worthington Industries;200 Old Wilson Bridge Road;Worthington;OH;43085;614-438-3210;http://www.worthingtonindustries.com;jmcconnell@worthingtonindustries.com;John P. McConnell;None
Prudential Financial;751 Broad St.;Newark;NJ;7102;973-802-6000;http://www.prudential.com;prudentialretirement@prudential.com;John R. Strangfeld Jr.;None
Spartan Stores;850 76th St. S.W.;Grand Rapids;MI;49518;616-878-2000;http://www.spartanstores.com;communications@spartanstores.com;Craig C. Sturken;None
AptarGroup;475 W. Terra Cotta Ave.;Crystal Lake;IL;60014;815-477-0424;http://www.aptargroup.com;info@aptargroup.com;Peter H. Pfeiffer;None
HCA;1 Park Plaza;Nashville;TN;37203;615-344-9551;http://www.hcahealthcare.com;sales@healthtrustpg.com;Jack O. Bovender Jr.;None
Tellabs;1415 W. Diehl Rd.;Naperville;IL;60563;630-798-8800;http://www.tellabs.com;tom.scottino@tellabs.com;Robert W. Pullen;None
Paychex;911 Panorama Trail S.;Panorama;NY;14625;585-385-6666;http://www.paychex.com;info@paychex.com;Jonathan J. Judge;None
Lam Research;4650 Cushing Parkway;Fremont;CA;94538;510-572-0200;http://www.lamrc.com;salesinformation@lamrc.com;Stephen G. Newberry;None
Fifth Third Bancorp;38 Fountain Square Plaza;Cincinnati;OH;45263;513-534-5300;http://www.53.com;info@53.com;Kevin T. Kabat;None
Manpower;100 Manpower Place;Milwaukee;WI;53212;414-961-1000;http://www.manpower.com;Paducah.KY@na.manpower.com;Jeffrey A. Joerres;None
DRS Technologies;5 Sylvan Way;Parsippany;NJ;7054;973-898-1500;http://www.drs.com;patw@drs.com;Mark S. Newman;None
PNM Resources;Alvarado Square;Albuquerque;NM;87158;505-241-2700;http://www.pnmresources.com;mailto:Ethics@pnmresources.com;Jeffrey E. Sterba;None
Omnicom Group;437 Madison Ave.;New York;NY;10022;212-415-3600;http://www.omnicomgroup.com;PublicAffairs@OmnicomGroup.com;John D. Wren;None
Adobe Systems;345 Park Ave.;San Jose;CA;95110;408-536-6000;http://www.adobe.com;info@adobe.com;Shantanu Narayen;snarayen@adobe.com
Rock-Tenn;504 Thrasher St.;Norcross;GA;30071;770-448-2193;http://www.rocktenn.com;ldeleva@rocktenn.com;James A. Rubright;None
National Fuel Gas;6363 Main St.;Williamsville;NY;14221;716-857-7000;http://www.natfuel.com;RussellA@natfuel.com;David F. Smith;davids@natfuel.com
Campbell Soup;1 Campbell Place;Camden;NJ;8103;856-342-4800;http://www.campbellsoupcompany.com;HK_CS@campbellsoup.com;Douglas R. Conant;None
Dole Food;1 Dole Dr.;Westlake Village;CA;91362;818-879-6600;http://www.dole.com;dole_consumercenter@na.dole.com.;David A. DeLorenzo;None
Sara Lee;3500 Lacey Rd.;Downers Grove;IL;60515;312-726-2600;http://www.saralee.com;info@saralee.com;Brenda C. Barnes;None
Dun & Bradstreet;103 JFK Parkway;Short Hills;NJ;7078;973-921-5500;http://www.dnb.com;dnbusnationalcustomerrelations@dnb.com;Steven W. Alesio;None
Iasis Healthcare;117 Seaboard Lane;Franklin;TN;37067;615-844-2747;http://www.iasishealthcare.com;info@iasishealthcare.com;David R. White;None
UAL;77 W. Wacker Dr.;Chicago;IL;60601;312-997-8000;http://www.united.com;None;Glenn F. Tilton;glenn.tilton@united.com
Graphic Packaging;814 Livingston Court;Marietta;GA;30067;770-644-3000;http://www.graphicpkg.com;patti.gettinger@graphicpkg.com;David W. Scheible;None
Pulte Homes;100 Bloomfield Hills Pkwy.;Bloomfield Towns;MI;48304;248-647-2750;http://www.pulte.com;info@pulte.com;Richard J. Dugas Jr.;None
Genworth Financial;6620 W. Broad St.;West End;VA;23230;804-281-6000;http://www.genworth.com;contactus@genworth.com;Michael D. Fraizer;None
Interactive Brokers Group;1 Pickwick Plaza;Byram;CT;6830;203-618-5800;http://www.interactivebrokers.com;help@interactivebrokers.com;Thomas Peterffy;None
National Oilwell Varco;7909 Parkwood Circle Dr.;Houston;TX;77036;713-346-7500;http://www.nov.com;None;Merrill A. Miller Jr.;None
Massachusetts Mutual Life Insurance;1295 State St.;Springfield;MA;1111;413-788-8411;http://www.massmutual.com;customerservice@massmutual.com;Stuart H. Reese;sreese@massmutual.com
Lexmark International;740 W. New Circle Rd.;Lexington;KY;40550;859-232-2000;http://www.lexmark.com;info@lexmark.com;Paul J. Curlander;None
Oneok;100 W. Fifth St.;Tulsa;OK;74103;918-588-7000;http://www.oneok.com;None;John W Gibson;john.gibson@oneok.com
Federal-Mogul;26555 Northwestern Highway;Southfield;MI;48033;248-354-7700;http://www.federal-mogul.com;fmpurchasing@federalmogul.com;Jose Maria Alapont;None
Ecolab;370 Wabasha St. N.;Saint Paul;MN;55102;651-293-2233;http://www.ecolab.com;info.f&b@ecolab.co.uk;Douglas M. Baker Jr.;None
Centex;2728 N. Harwood St.;Dallas;TX;75201;214-981-5000;http://www.centex.com;contactus@CentexInsurance.com;Timothy R. Eller;None
Chubb;15 Mountain View Rd.;Warren;NJ;7061;908-903-2000;http://www.chubb.com;info@chubb.com;John D. Finnegan;None
JetBlue Airways;118-29 Queens Blvd.;Forest Hills;NY;11375;718-286-7900;http://www.jetblue.com;CorporateCommunications@jetblue.com;David Barger;None
Dow Chemical;2030 Dow Center;Midland;MI;48674;989-636-1000;http://www.dow.com;PresidingDirector@Dow.com;Andrew N. Liveris;anliveris@dow.com
Limited Brands;3 Limited Pkwy.;Gahanna;OH;43230;614-415-7000;http://www.limitedbrands.com;None;Leslie H. Wexner;None
BJ's Wholesale Club;1 Mercer Rd.;Natick;MA;1760;508-651-7400;http://www.bjs.com;membercare@bjs.accentonline.com;Herbert J. Zarkin;None
Volt Information Sciences;560 Lexington Ave.;New York;NY;10022;212-704-2400;http://www.volt.com;info@volt.com;Steven A. Shaw;None
Harsco;350 Poplar Church Rd.;Shiremanstown;PA;17011;717-763-7064;http://www.harsco.com;info@multiserv.com;Salvatore D. Fazzolari;sfazzolari@harsco.com
Airtran Holdings;9955 AirTran Blvd.;Orlando;FL;32827;407-318-5600;http://www.airtran.com;info@airtranweb.com;Robert L. Fornaro;None
LandAmerica Financial Group;5600 Cox Rd.;Glen Allen;VA;23060;804-267-8000;http://www.landam.com;customerservice@landam.com;Theodore L. Chandler Jr.;tchandler@landam.com
Apple;1 Infinite Loop;Monte Vista;CA;95014;408-996-1010;http://www.apple.com;eddingsk@apple.com;Steven P. Jobs;steve@mac.com
